Mes,Ventas,Ganancias,Stock,Precio,Descuento (%),Región,Categoría del Producto,Producto,Costos Operativos,Devoluciones,Unidades Vendidas
Agosto,6695,4811,886,852.4721154026362,3.52,Bilbao,Electrónica,Laptop,28,40,374
Mayo,2800,3018,3939,466.3930665875952,16.55,Córdoba,Electrónica,Tablet,18,28,381
Noviembre,9381,829,7788,17.296733106721447,16.32,Palma,Electrónica,Tablet,20,14,425
Julio,3145,2376,205,693.9642076543977,1.69,Sevilla,Alimentos,Libro,18,32,470
Noviembre,9106,1499,3130,765.1535000298338,3.56,Zaragoza,Electrónica,Teléfono,21,40,85
Octubre,5597,4659,3599,790.6593424639447,1.42,Málaga,Ropa,Laptop,14,50,391
Abril,1945,3962,9221,244.33886492868353,2.09,Sevilla,Electrónica,Muñeca,14,5,163
Julio,4259,4632,2252,682.2128008922525,11.66,Santander,Ropa,Camiseta,14,32,482
Agosto,3591,1941,245,46.73394241470494,0.09,Córdoba,Ropa,Tablet,10,20,86
Noviembre,1416,3920,840,773.2790733151421,20.57,Logroño,Electrónica,Camiseta,25,19,64
Febrero,2930,438,2847,919.2659270401017,3.75,Málaga,Hogar,Refrigerador,18,9,119
Enero,7326,3179,1448,554.3275448902514,15.67,Madrid,Ropa,Teléfono,22,17,150
Mayo,3453,4732,2236,403.7895278525342,4.6,Córdoba,Alimentos,Libro,21,27,64
Mayo,4496,2341,4699,698.0747411497414,16.59,Oviedo,Ropa,Laptop,21,21,3
Marzo,1539,3294,3936,363.28800903932455,16.75,Barcelona,Juguetes,Tablet,16,10,429
Marzo,7819,2104,4732,16.38011070658171,1.39,Valladolid,Ropa,Refrigerador,16,45,303
Enero,5256,3038,7186,438.8879257322932,2.92,Bilbao,Ropa,Pelota,25,40,394
Junio,955,4128,9790,775.2411807235471,9.9,Valladolid,Juguetes,Libro,11,8,405
Octubre,3704,2171,3585,28.69140548578787,0.85,Toledo,Hogar,Laptop,13,46,270
Abril,2591,2554,4287,42.886882553966664,7.5,Sevilla,Ropa,Libro,16,7,150
Septiembre,5197,3799,9865,137.99853136094967,6.99,Palma,Ropa,Laptop,22,30,354
Agosto,4527,1246,2049,992.8821300177639,14.47,Zaragoza,Alimentos,Teléfono,15,13,15
Noviembre,3263,2804,6082,650.7248636993927,7.4,Córdoba,Electrónica,Libro,22,6,362
Diciembre,2230,3187,7929,785.6679255911107,8.75,Córdoba,Juguetes,Refrigerador,24,50,25
Agosto,136,3507,7092,13.094658338783088,7.34,Palma,Hogar,Refrigerador,22,45,492
Octubre,5768,4286,8536,878.9300848942429,17.71,Zaragoza,Electrónica,Refrigerador,20,6,423
Agosto,9672,4940,1872,279.03413076535827,10.24,Barcelona,Alimentos,Tablet,13,14,328
Diciembre,7455,2422,7853,281.57015511143686,27.23,Palma,Ropa,Camiseta,23,10,101
Marzo,3464,4800,2186,907.7694440441013,4.78,Valladolid,Hogar,Camiseta,15,17,85
Octubre,5444,3854,182,534.3896211524354,2.59,Córdoba,Alimentos,Microondas,15,15,281
Septiembre,7621,2905,9294,245.1757992378348,17.2,Madrid,Juguetes,Teléfono,10,8,136
Mayo,8849,1222,9406,74.32801784448358,24.74,Valencia,Hogar,Zapatillas,28,30,364
Septiembre,3088,3062,530,496.6918589582559,11.17,Barcelona,Hogar,Tablet,24,29,57
Septiembre,7896,2941,4444,874.1758460552866,28.56,Madrid,Ropa,Pelota,10,38,223
Enero,3840,771,2349,766.0061214312835,26.21,Zaragoza,Ropa,Laptop,23,10,265
Noviembre,5321,3271,4080,528.8953914013701,12.26,Palma,Juguetes,Teléfono,29,50,356
Diciembre,5981,4394,4968,79.0460275504846,22.05,Sevilla,Juguetes,Libro,23,15,287
Enero,9995,4596,7804,882.5148235507186,3.62,Madrid,Hogar,Laptop,18,1,122
Enero,4755,3376,7928,688.398731268042,22.89,Santander,Hogar,Libro,19,22,436
Diciembre,1374,526,8072,989.6951420517203,29.77,Granada,Electrónica,Pelota,29,6,472
Diciembre,7842,2823,4736,554.3978592084571,7.16,Bilbao,Hogar,Camiseta,17,41,282
Agosto,9977,2962,837,2.420134043912114,4.96,Zaragoza,Hogar,Teléfono,15,48,15
Abril,5869,1062,5071,402.04180270866584,3.6,Madrid,Hogar,Zapatillas,17,45,82
Junio,6504,2055,2536,462.0219165404288,12.3,Murcia,Electrónica,Muñeca,12,40,58
Febrero,8938,489,1182,824.2624464988003,28.34,Palma,Alimentos,Camiseta,12,2,449
Febrero,8818,4222,8800,43.7724740465625,25.47,Bilbao,Hogar,Microondas,24,32,347
Agosto,4015,276,5238,211.99629705260105,23.13,Bilbao,Juguetes,Tablet,28,42,433
Noviembre,7126,2470,5819,708.8936704896852,6.22,Sevilla,Juguetes,Zapatillas,12,29,403
Octubre,4565,3360,5870,593.1102407335045,1.22,Murcia,Electrónica,Libro,14,30,138
Diciembre,4068,275,3793,975.4986132699598,2.41,Logroño,Ropa,Zapatillas,14,25,78
Junio,9209,1939,5650,138.70962524027937,6.52,Logroño,Alimentos,Zapatillas,15,5,415
Julio,4122,639,9741,426.94334034849885,29.73,Logroño,Electrónica,Teléfono,18,10,209
Enero,6381,628,7815,835.2518240357971,2.69,Valencia,Ropa,Muñeca,28,1,34
Mayo,3787,1570,1618,62.41326362319881,27.39,Logroño,Electrónica,Teléfono,11,34,137
Octubre,3948,4970,4660,250.9396777197035,15.82,Granada,Ropa,Libro,26,30,341
Mayo,9722,1764,3930,236.6273842089398,0.28,Murcia,Juguetes,Muñeca,24,32,259
Octubre,4421,4815,5480,388.8317776773848,23.25,Valencia,Juguetes,Tablet,22,47,151
Noviembre,211,248,5534,273.09034280434236,29.13,Murcia,Electrónica,Teléfono,22,45,73
Febrero,1724,2956,9094,319.1283267512469,24.61,Sevilla,Alimentos,Laptop,19,17,396
Noviembre,8361,4571,8514,888.1733875904393,9.72,Bilbao,Ropa,Zapatillas,19,36,376
Febrero,7581,2494,8401,74.58852488628324,13.04,Sevilla,Alimentos,Camiseta,24,22,125
Julio,9974,3722,9646,277.2183017624894,3.48,Santander,Hogar,Laptop,16,27,411
Febrero,3952,2826,9528,555.639001369194,14.76,Sevilla,Alimentos,Microondas,13,17,345
Marzo,2725,3697,8482,580.4956374077468,13.53,Murcia,Juguetes,Camiseta,19,19,333
Diciembre,7703,1690,1169,244.2405989509545,27.1,Zaragoza,Hogar,Teléfono,16,21,136
Mayo,8697,1312,8634,776.7356960014777,7.29,Málaga,Ropa,Tablet,12,47,443
Mayo,4968,4815,1036,838.6978919734273,6.17,Valladolid,Juguetes,Libro,24,50,191
Enero,9441,1561,4846,791.287229958072,14.4,Zaragoza,Alimentos,Teléfono,14,11,172
Junio,5547,747,3347,763.0852599891596,17.62,Toledo,Ropa,Refrigerador,19,32,333
Enero,766,2379,7726,632.5531745329349,13.71,Santander,Electrónica,Camiseta,28,1,405
Octubre,9770,3639,5353,628.4695611004493,3.78,Valladolid,Alimentos,Refrigerador,22,27,392
Febrero,3881,3216,9313,803.0227948473031,28.76,Palma,Juguetes,Muñeca,19,30,12
Diciembre,5317,1797,6693,222.29670107183966,22.28,Barcelona,Alimentos,Laptop,23,15,190
Mayo,941,238,7970,916.7660110090112,17.57,Zaragoza,Ropa,Refrigerador,17,33,445
Marzo,9851,3700,380,515.1990851026253,3.08,Logroño,Electrónica,Laptop,23,8,371
Marzo,4014,3548,8014,841.8443388056232,29.62,Zaragoza,Alimentos,Camiseta,10,24,275
Enero,4585,4639,3793,103.73750436175563,19.38,Toledo,Juguetes,Zapatillas,17,32,35
Julio,7006,3210,8957,748.4984697251035,23.25,Murcia,Juguetes,Camiseta,18,16,288
Mayo,9767,4788,6878,453.16552305442167,19.74,Sevilla,Electrónica,Zapatillas,15,47,129
Noviembre,6974,2828,5577,818.9019538696654,27.43,Oviedo,Hogar,Muñeca,13,4,3
Septiembre,8999,4212,6123,490.53718154785224,15.84,Valladolid,Hogar,Microondas,12,18,282
Septiembre,8168,941,3236,67.30779101289231,5.15,Valencia,Electrónica,Refrigerador,27,21,329
Enero,7897,3649,3715,512.9150027275426,0.84,Granada,Ropa,Teléfono,27,12,220
Marzo,3280,4455,6594,845.2558852375629,0.69,Oviedo,Juguetes,Muñeca,12,31,454
Marzo,3288,3474,1304,11.885769948587185,4.55,Madrid,Alimentos,Muñeca,30,33,301
Febrero,1519,794,9874,682.2067630196368,19.65,Logroño,Electrónica,Microondas,21,13,299
Febrero,7486,3480,5513,924.140776507022,6.12,Bilbao,Ropa,Camiseta,20,19,344
Febrero,1084,2147,4032,698.7115080809305,7.59,Valencia,Ropa,Muñeca,28,5,24
Mayo,9513,2953,9876,172.92885090302707,12.72,Valladolid,Alimentos,Refrigerador,10,6,55
Mayo,5689,4300,3818,516.1744425537862,12.54,Palma,Hogar,Camiseta,10,48,386
Mayo,7676,2729,1536,253.3946119631527,20.68,Barcelona,Juguetes,Muñeca,16,12,191
Diciembre,7517,1027,7660,767.3551508964955,13.29,Toledo,Hogar,Camiseta,11,44,250
Abril,858,4997,7005,257.22953692134894,10.95,Córdoba,Juguetes,Muñeca,18,48,140
Julio,1962,3692,6581,759.7160784593109,8.75,Bilbao,Hogar,Camiseta,22,17,474
Mayo,1332,2634,8986,168.27424225776906,8.64,Zaragoza,Hogar,Camiseta,11,35,242
Enero,6610,1062,9052,104.83532132015958,22.99,Madrid,Juguetes,Pelota,14,4,89
Noviembre,8791,2377,4914,912.7263574993291,25.5,Logroño,Hogar,Microondas,22,38,140
Diciembre,9629,3480,3381,711.3207742255743,21.27,Valencia,Electrónica,Libro,15,11,240
Marzo,8846,3793,4996,32.971881941758255,18.55,Málaga,Electrónica,Teléfono,13,16,361
Agosto,8738,2831,1464,848.3271207707128,25.66,Toledo,Alimentos,Camiseta,14,5,131
Septiembre,6033,3600,2258,859.8498702652084,17.64,Valladolid,Alimentos,Muñeca,10,21,379
Abril,7723,66,3417,744.1026114091311,6.69,Valladolid,Electrónica,Camiseta,20,34,43
Mayo,6795,2631,4868,586.560440874198,12.15,Oviedo,Ropa,Tablet,18,44,352
Julio,4919,195,2835,796.5439151268516,16.28,Oviedo,Juguetes,Microondas,29,38,473
Mayo,322,2872,4594,396.24955064572475,15.04,Málaga,Hogar,Libro,14,42,244
Diciembre,7666,2661,5221,260.5517702472727,0.93,Logroño,Ropa,Pelota,22,30,210
Enero,4919,3740,4030,426.35872584418524,8.19,Barcelona,Alimentos,Laptop,13,14,254
Marzo,3550,2625,8985,993.7757891916619,5.95,Bilbao,Juguetes,Tablet,13,4,442
Mayo,3516,439,9077,658.919234470263,0.69,Málaga,Hogar,Teléfono,13,22,455
Diciembre,134,4640,1731,937.1078546079829,26.72,Granada,Alimentos,Refrigerador,14,1,138
Septiembre,4223,1845,9453,679.9344138729231,6.47,Logroño,Electrónica,Teléfono,29,15,283
Agosto,3816,4565,3395,71.69526301820413,11.79,Zaragoza,Juguetes,Laptop,28,19,286
Mayo,3344,2586,7142,412.41380422368724,23.19,Logroño,Electrónica,Tablet,17,31,493
Febrero,4580,1193,3912,855.5694474396171,4.81,Valencia,Ropa,Tablet,28,4,149
Mayo,9582,4614,5384,903.7180059744761,26.79,Valencia,Alimentos,Libro,16,25,320
Diciembre,7034,439,1428,737.9364989408148,12.7,Madrid,Alimentos,Laptop,26,5,104
Abril,5164,2019,7090,598.2414412949207,25.85,Oviedo,Ropa,Zapatillas,21,50,385
Noviembre,9481,2287,7587,989.1468789786079,4.47,Oviedo,Alimentos,Teléfono,20,13,409
Abril,2777,450,4482,285.1051234528701,6.28,Palma,Ropa,Laptop,11,27,288
Septiembre,365,4859,2122,257.8984979061407,19.29,Palma,Juguetes,Muñeca,28,43,378
Diciembre,6149,4969,1645,894.8506333592425,9.97,Valladolid,Alimentos,Microondas,14,23,91
Septiembre,5783,4981,3098,72.65579599556621,10.56,Granada,Electrónica,Refrigerador,20,44,156
Abril,4471,406,3598,594.3318626548476,9.51,Valencia,Electrónica,Microondas,15,8,372
Diciembre,1475,1997,9945,726.2595509280073,22.64,Málaga,Juguetes,Pelota,13,42,281
Mayo,8249,442,911,855.9150771037064,19.4,Barcelona,Electrónica,Zapatillas,29,35,223
Junio,1175,3664,677,876.2497056820474,15.05,Sevilla,Juguetes,Pelota,14,35,118
Marzo,7479,1215,2176,364.21851727904567,21.58,Logroño,Juguetes,Tablet,14,31,321
Marzo,3390,2048,651,272.3580829889868,28.91,Zaragoza,Electrónica,Microondas,13,14,243
Enero,7116,2407,4778,501.47191781578925,9.45,Palma,Juguetes,Teléfono,22,12,40
Abril,7083,1016,5188,820.1843861292936,22.3,Valencia,Alimentos,Tablet,20,18,183
Julio,1929,4107,1527,396.9942954911176,27.1,Oviedo,Ropa,Camiseta,29,41,241
Diciembre,3870,1189,9811,24.497545497506643,15.19,Barcelona,Alimentos,Pelota,27,25,74
Mayo,7834,3473,3187,862.9867394169031,11.01,Bilbao,Juguetes,Teléfono,15,40,99
Diciembre,3426,3219,4036,673.3186766135783,9.63,Valencia,Hogar,Microondas,24,29,376
Febrero,382,2619,9927,126.87177659155583,2.0,Valencia,Ropa,Camiseta,26,30,170
Septiembre,7337,4428,4394,388.83772371617215,9.43,Zaragoza,Ropa,Refrigerador,20,42,191
Diciembre,764,2610,586,969.6653389782609,27.56,Sevilla,Ropa,Tablet,20,38,224
Noviembre,2225,3031,229,337.26301404504636,21.12,Palma,Ropa,Microondas,23,18,240
Junio,7157,4188,2270,375.5159222467485,22.26,Oviedo,Juguetes,Microondas,30,50,2
Marzo,5651,4258,4787,512.4685839317544,23.74,Palma,Electrónica,Pelota,24,45,202
Marzo,6991,799,2907,509.03264540793765,13.96,Murcia,Ropa,Pelota,15,17,108
Septiembre,6658,4430,2415,435.8156187029151,3.83,Murcia,Hogar,Microondas,28,43,140
Agosto,4466,2085,5525,665.947211756892,12.86,Zaragoza,Juguetes,Refrigerador,24,29,6
Mayo,3792,4426,6518,386.2846064936807,15.75,Córdoba,Hogar,Microondas,14,36,330
Octubre,517,944,3332,697.4522616374835,8.92,Palma,Ropa,Muñeca,23,22,182
Junio,254,337,6949,549.9634020122794,7.76,Palma,Alimentos,Refrigerador,16,33,480
Febrero,6472,4794,8551,171.83889904761608,16.7,Oviedo,Ropa,Libro,29,25,336
Mayo,9957,3888,7777,323.85245446169097,27.65,Barcelona,Ropa,Camiseta,15,20,377
Agosto,6964,2367,2251,872.5083408169372,9.49,Valladolid,Electrónica,Muñeca,29,12,477
Marzo,6727,3130,8835,307.48287587149434,3.59,Sevilla,Electrónica,Zapatillas,29,27,183
Noviembre,5239,3840,9439,650.5718747247258,3.27,Bilbao,Alimentos,Libro,13,30,263
Abril,1589,1484,8280,424.42484052478676,8.72,Madrid,Hogar,Tablet,17,2,379
Abril,9413,4060,6687,681.6434235044645,4.53,Valencia,Ropa,Muñeca,21,16,236
Junio,4129,4347,7171,444.119221935231,28.08,Málaga,Hogar,Muñeca,27,26,319
Junio,2587,3487,1736,121.01311703980859,25.84,Logroño,Electrónica,Microondas,20,31,499
Agosto,204,2563,7373,861.6799984784425,21.61,Murcia,Juguetes,Microondas,10,6,93
Noviembre,840,4497,8311,581.3338796513966,13.15,Barcelona,Hogar,Refrigerador,23,4,473
Noviembre,7311,327,2221,373.5900384999736,28.9,Palma,Electrónica,Tablet,11,21,469
Noviembre,7336,284,8518,234.87883735959818,5.69,Zaragoza,Alimentos,Pelota,21,2,465
Diciembre,4583,2318,8841,505.47034879197474,19.96,Bilbao,Alimentos,Zapatillas,13,28,217
Octubre,1514,3812,3599,568.8137304763096,1.64,Zaragoza,Electrónica,Refrigerador,21,29,283
Noviembre,7383,1396,807,80.71807551346633,6.97,Santander,Ropa,Zapatillas,21,6,293
Diciembre,2247,3921,1994,80.44647854039857,19.08,Palma,Juguetes,Refrigerador,26,9,154
Octubre,6641,4950,9027,639.0946928975274,20.76,Santander,Hogar,Tablet,28,17,132
Septiembre,5542,1939,1974,277.3894761534839,5.52,Córdoba,Ropa,Pelota,16,17,477
Enero,4054,736,6824,541.5216076366659,26.35,Madrid,Juguetes,Refrigerador,16,37,418
Diciembre,4796,3056,5771,877.1190213923841,2.79,Granada,Electrónica,Teléfono,25,12,37
Mayo,4756,3380,8252,489.4481986500414,25.52,Murcia,Hogar,Muñeca,19,42,146
Marzo,4915,4855,9052,651.9396945705314,2.91,Barcelona,Electrónica,Libro,30,50,481
Noviembre,8169,3635,4790,264.89982964145526,15.1,Sevilla,Ropa,Tablet,26,21,56
Septiembre,811,4638,1480,965.012241063074,0.65,Madrid,Alimentos,Muñeca,15,9,177
Mayo,1818,3712,6645,455.96019476448026,13.04,Valladolid,Hogar,Zapatillas,12,49,16
Noviembre,4319,3562,1212,497.5536611077517,2.96,Málaga,Ropa,Pelota,11,41,206
Octubre,9801,4479,299,632.8624554899005,12.15,Palma,Hogar,Zapatillas,17,14,69
Mayo,9284,521,5752,583.5921449017194,12.42,Zaragoza,Juguetes,Muñeca,10,41,162
Febrero,8890,2823,2187,690.4247355580943,11.45,Valladolid,Ropa,Tablet,23,15,368
Marzo,4782,1512,3196,220.0844984037789,8.18,Málaga,Juguetes,Muñeca,21,2,38
Agosto,1708,3385,2197,574.9880082631972,28.9,Bilbao,Alimentos,Muñeca,18,28,218
Agosto,7567,1560,6653,813.5571657978265,7.05,Madrid,Juguetes,Pelota,13,36,387
Agosto,6707,4577,196,159.7781144209876,27.41,Oviedo,Electrónica,Teléfono,26,43,91
Febrero,1052,3054,8174,363.716057536865,3.7,Santander,Electrónica,Tablet,13,27,207
Agosto,2031,4761,4021,612.5187696486028,9.96,Barcelona,Hogar,Microondas,25,28,61
Diciembre,4636,3419,4044,921.5619293861786,17.89,Granada,Hogar,Libro,14,47,56
Noviembre,4568,924,9419,112.43953936073675,26.45,Oviedo,Electrónica,Muñeca,19,6,20
Junio,3270,500,7797,405.2849370021466,29.05,Palma,Juguetes,Muñeca,18,29,259
Septiembre,380,4730,2013,971.7541175552453,8.56,Granada,Juguetes,Pelota,28,10,192
Noviembre,8264,1459,5307,220.2802192352778,25.9,Córdoba,Ropa,Teléfono,23,15,122
Enero,7822,4205,840,624.3693586639074,21.49,Córdoba,Alimentos,Libro,26,0,75
Marzo,4777,830,177,142.8350338213337,9.99,Málaga,Ropa,Refrigerador,19,38,492
Agosto,3949,4848,2159,232.84249769430068,20.12,Málaga,Ropa,Refrigerador,16,3,75
Agosto,3056,3259,2295,88.3417648349907,1.23,Valencia,Juguetes,Tablet,16,25,230
Abril,5860,1402,5916,2.656622595121955,14.1,Córdoba,Juguetes,Microondas,22,16,18
Octubre,2458,3502,852,636.0723829012167,8.86,Logroño,Electrónica,Pelota,11,4,307
Abril,5084,1531,2102,993.736563476717,0.07,Murcia,Alimentos,Pelota,26,24,402
Octubre,8858,1088,6757,143.59563724836917,26.17,Sevilla,Electrónica,Libro,22,2,79
Abril,4536,2166,5151,271.77398196943,12.88,Málaga,Electrónica,Pelota,11,21,424
Octubre,8649,1489,4538,627.6041027999624,1.31,Sevilla,Juguetes,Laptop,10,22,195
Abril,4463,4505,7451,804.416261737794,18.48,Madrid,Alimentos,Pelota,28,45,22
Julio,6170,1820,9986,157.04272586215336,13.73,Granada,Electrónica,Muñeca,12,32,335
Julio,2829,2172,8815,129.80224158794172,5.14,Oviedo,Juguetes,Refrigerador,18,35,273
Septiembre,3609,4078,4415,706.5843408598882,11.19,Bilbao,Juguetes,Libro,18,45,142
Octubre,3647,3829,1955,407.133661565296,4.77,Valladolid,Hogar,Zapatillas,13,33,184
Abril,684,782,833,345.90695518072346,6.99,Granada,Alimentos,Teléfono,24,14,495
Agosto,1325,3449,5633,549.0992435272275,4.41,Toledo,Electrónica,Libro,20,29,185
Noviembre,200,427,3535,26.83219430363826,17.66,Valencia,Ropa,Camiseta,29,36,388
Junio,9797,4463,6722,383.7257808452927,26.12,Murcia,Hogar,Microondas,22,2,109
Julio,2387,1033,9602,556.0309267635245,5.83,Granada,Hogar,Zapatillas,30,49,321
Junio,3022,2773,9399,290.3025767436652,0.62,Zaragoza,Juguetes,Laptop,29,33,234
Marzo,1765,3908,1659,5.171391431199124,16.26,Bilbao,Hogar,Microondas,16,42,168
Septiembre,2890,2271,2191,272.6166907728867,8.91,Granada,Ropa,Libro,11,7,201
Mayo,6513,4264,6246,320.8565789788403,16.51,Murcia,Juguetes,Laptop,27,9,330
Octubre,1614,1364,4307,762.8729262191313,29.08,Bilbao,Juguetes,Refrigerador,18,38,476
Febrero,910,179,323,991.4597432121625,15.79,Logroño,Alimentos,Muñeca,12,13,146
Abril,8201,1559,7313,329.0484832731668,18.29,Granada,Juguetes,Zapatillas,23,29,110
Mayo,9698,3476,387,876.0502949043913,17.2,Logroño,Hogar,Camiseta,10,6,464
Junio,8890,3948,9645,873.9412369145011,27.71,Córdoba,Alimentos,Libro,21,22,276
Noviembre,3286,135,4128,455.4519162766785,16.59,Barcelona,Electrónica,Refrigerador,18,41,333
Agosto,9759,2406,2883,762.9478690655051,3.28,Barcelona,Ropa,Microondas,24,18,13
Mayo,1243,3728,4490,622.0805668913545,4.75,Granada,Alimentos,Libro,25,23,167
Julio,1591,4962,381,23.72824646284842,14.6,Barcelona,Ropa,Laptop,23,33,148
Septiembre,4119,2324,1836,176.73006062796003,1.34,Bilbao,Juguetes,Pelota,12,13,311
Enero,6557,1951,770,706.927104493577,18.43,Valladolid,Electrónica,Muñeca,14,36,332
Febrero,4562,2096,5630,882.8040809691514,18.31,Barcelona,Ropa,Libro,20,13,420
Agosto,6299,222,7381,413.6268509301474,28.36,Granada,Electrónica,Libro,22,14,215
Febrero,2111,3349,125,854.5276652176852,27.04,Bilbao,Ropa,Camiseta,11,39,466
Junio,8948,479,9219,403.6372889780333,19.17,Valencia,Hogar,Teléfono,16,5,267
Diciembre,2075,2303,2154,440.5296811713154,10.24,Málaga,Alimentos,Libro,27,41,375
Marzo,5327,1065,3371,717.5188372381773,1.0,Córdoba,Alimentos,Camiseta,22,46,463
Septiembre,9123,1682,5123,175.57967994428546,23.24,Córdoba,Hogar,Zapatillas,29,13,458
Abril,6435,3787,8557,8.70266753955617,29.88,Santander,Ropa,Libro,13,28,485
Agosto,389,3705,9162,641.6335427597407,21.15,Santander,Hogar,Camiseta,11,10,498
Marzo,3883,764,7504,823.8538889696803,17.73,Valladolid,Ropa,Teléfono,13,32,117
Junio,8186,2155,4059,378.88906691631934,22.64,Toledo,Ropa,Zapatillas,21,38,11
Febrero,5511,3117,8214,774.9380783596055,28.82,Barcelona,Ropa,Muñeca,16,42,58
Septiembre,9911,1252,9888,722.8677378668066,9.4,Toledo,Alimentos,Teléfono,13,17,327
Enero,4563,4269,318,883.6716829353579,20.07,Zaragoza,Alimentos,Microondas,17,36,422
Septiembre,9425,87,354,110.96561653212252,6.21,Logroño,Electrónica,Tablet,27,33,278
Julio,9810,978,5090,993.2731049410037,27.39,Valencia,Alimentos,Libro,30,37,125
Octubre,4301,860,7032,547.8286960281303,26.26,Toledo,Alimentos,Microondas,22,41,400
Abril,6762,1699,7409,286.5840148456181,22.65,Córdoba,Electrónica,Refrigerador,26,48,407
Diciembre,6199,684,6796,242.29065691399205,6.57,Madrid,Ropa,Tablet,13,49,364
Septiembre,4042,4630,8551,669.3892312692361,10.52,Murcia,Electrónica,Laptop,26,50,50
Diciembre,7901,4294,7621,905.8029288270486,10.35,Murcia,Electrónica,Refrigerador,19,40,209
Abril,3959,4288,4467,418.8618089461612,9.65,Zaragoza,Juguetes,Zapatillas,12,15,263
Enero,7557,3927,1304,236.0987382051379,22.76,Córdoba,Hogar,Libro,29,45,304
Julio,4212,2526,8149,487.48324748633786,26.77,Zaragoza,Electrónica,Camiseta,23,27,127
Febrero,3520,4687,7011,917.910481248456,11.32,Bilbao,Hogar,Laptop,14,24,11
Diciembre,8860,703,4595,179.16753086070563,19.35,Barcelona,Juguetes,Refrigerador,18,47,314
Enero,5167,1358,9133,855.2494475116555,2.73,Barcelona,Alimentos,Muñeca,15,24,286
Diciembre,4775,1529,4786,382.5949368735023,6.34,Córdoba,Hogar,Refrigerador,10,30,229
Enero,2705,3568,7635,843.4519706507432,15.3,Barcelona,Electrónica,Pelota,25,14,127
Diciembre,3404,261,5323,235.0150028770627,18.08,Valencia,Hogar,Zapatillas,16,41,36
Enero,4194,434,4205,348.3405580745323,7.25,Córdoba,Juguetes,Refrigerador,13,41,496
Febrero,2685,2012,8700,927.6381509301477,10.01,Logroño,Hogar,Tablet,24,16,339
Abril,3084,2098,7035,271.549255163769,8.82,Logroño,Electrónica,Teléfono,14,18,427
Febrero,4533,4493,3070,615.2104242259978,16.62,Logroño,Alimentos,Refrigerador,11,1,222
Marzo,236,173,1879,517.2116372204604,4.48,Valladolid,Ropa,Pelota,25,32,336
Diciembre,3332,1405,2676,462.933890902084,15.64,Valladolid,Electrónica,Camiseta,21,35,364
Octubre,1771,4648,5092,116.69396808846008,26.08,Toledo,Electrónica,Libro,12,16,29
Junio,9848,888,4390,687.3620542544089,19.75,Málaga,Hogar,Camiseta,14,28,208
Julio,1150,98,2564,451.8878813622053,6.21,Oviedo,Electrónica,Pelota,25,32,52
Septiembre,7583,4462,4556,982.7787631783,23.58,Palma,Hogar,Pelota,22,39,186
Mayo,2934,887,2328,913.7152806636301,28.68,Córdoba,Electrónica,Zapatillas,24,47,115
Mayo,2078,4524,1957,664.1269583594874,21.63,Sevilla,Electrónica,Zapatillas,23,22,96
Julio,3796,2706,7431,33.70281507301168,15.08,Palma,Alimentos,Muñeca,19,28,460
